name,passmark_multi,passmark_single,tdp,cores,cinebench_single,cinebench_multi,manufacturer,threads
06/8c,5040.0,2680.0,,8.0,,,,
06/8e,3848.0,2388.0,,8.0,,,,
06/9c,3191.0,1439.0,,4.0,,,,
1-Unisoc,2596.0,1083.0,,8.0,,,,
1045T,,,,,,,AMD,
1075T,,,,,,,AMD,
15/70,1085.0,878.0,,2.0,,,,
255e,,,,,,,AMD,
2800+,,,,,,,AMD,
3250 HE,,,,,,,AMD,
3260 HE,,,,,,,AMD,
3280,,,,,,,AMD,
3320 EE,,,,,,,AMD,
3350 HE,,,,,,,AMD,
3365,,,,,,,AMD,
3380,,,,,,,AMD,
4226,,,,,,,AMD,
4228 HE,,,,,,,AMD,
4230 HE,,,,,,,AMD,
4234,,,,,,,AMD,
4238,,,,,,,AMD,
4240,,,,,,,AMD,
4256 EE,,,,,,,AMD,
425e,,,,,,,AMD,
4274 HE,,,,,,,AMD,
4276 HE,,,,,,,AMD,
4280,,,,,,,AMD,
4284,,,,,,,AMD,
4310 EE,,,,,,,AMD,
4332 HE,,,,,,,AMD,
4334,,,,,,,AMD,
4340,,,,,,,AMD,
4365,,,,,,,AMD,
4376 HE,,,,,,,AMD,
4386,,,,,,,AMD,
460,,,,,,,AMD,
555,,,,,,,AMD,
565,,,,,,,AMD,
565,,,,,,,AMD,
570,,,,,,,AMD,
6132 HE,,,,,,,AMD,
6140,,,,,,,AMD,
6166 HE,,,,,,,AMD,
6176,,,,,,,AMD,
6180 SE,,,,,,,AMD,
6204,,,,,,,AMD,
620e,,,,,,,AMD,
6212,,,,,,,AMD,
6220,,,,,,,AMD,
6234,,,,,,,AMD,
6238,,,,,,,AMD,
6262 HE,,,,,,,AMD,
6272,,,,,,,AMD,
6274,,,,,,,AMD,
6276,,,,,,,AMD,
6278,,,,,,,AMD,
6282 SE,,,,,,,AMD,
6284 SE,,,,,,,AMD,
6308,,,,,,,AMD,
631,,,,,,,AMD,
631,,,,,,,AMD,
6320,,,,,,,AMD,
6328,,,,,,,AMD,
6338P,,,,,,,AMD,
6344,,,,,,,AMD,
6348,,,,,,,AMD,
6366 HE,,,,,,,AMD,
6370P,,,,,,,AMD,
6376,,,,,,,AMD,
6378,,,,,,,AMD,
638,,,,,,,AMD,
6380,,,,,,,AMD,
6386 SE,,,,,,,AMD,
"64-bit Xeon 2.80 GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 2.80 GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 2.80D GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 2.80E GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 2.83 GHz, 4M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.00 GHz, 1M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.00 GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.00 GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.00 GHz, 8M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.00D GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.00E GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.16 GHz, 1M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.20 GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.20 GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.20E GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.33 GHz, 8M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.40 GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.40 GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.40E GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.50 GHz, 1M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.60 GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.60 GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.60E GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.66 GHz, 1M Cache, 667 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.80 GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon 3.80E GHz, 2M Cache, 800 MHz FSB",,,,1.0,,,Intel,
"64-bit Xeon LV 2.80 GHz, 1M Cache, 800 MHz FSB",,,,1.0,,,Intel,
641,,,,,,,AMD,
6th Gen A10-8700P APU,,,,,,,AMD,
6th Gen A8-8600P APU,,,,,,,AMD,
6th Gen AMD PRO A10-8700B APU,,,,,,,AMD,
6th Gen AMD PRO A10-8730B APU,,,,,,,AMD,
6th Gen AMD PRO A10-8750B APU,,,,,,,AMD,
6th Gen AMD PRO A10-8770 APU,,,,,,,AMD,
6th Gen AMD PRO A10-8770E APU,,,,,,,AMD,
6th Gen AMD PRO A10-8850B APU,,,,,,,AMD,
6th Gen AMD PRO A12-8800B APU,,,,,,,AMD,
6th Gen AMD PRO A12-8830B APU,,,,,,,AMD,
6th Gen AMD PRO A12-8870 APU,,,,,,,AMD,
6th Gen AMD PRO A12-8870E APU,,,,,,,AMD,
6th Gen AMD PRO A4-8350B APU,,,,,,,AMD,
6th Gen AMD PRO A6-8500B APU,,,,,,,AMD,
6th Gen AMD PRO A6-8530B APU,,,,,,,AMD,
6th Gen AMD PRO A6-8550B APU,,,,,,,AMD,
6th Gen AMD PRO A6-8570 APU,,,,,,,AMD,
6th Gen AMD PRO A6-8570E APU,,,,,,,AMD,
6th Gen AMD PRO A8-8600B APU,,,,,,,AMD,
6th Gen AMD PRO A8-8650B APU,,,,,,,AMD,
6th Gen FX-8800P APU,,,,,,,AMD,
740,,,,,,,AMD,
750,,,,,,,AMD,
750K,,,,,,,AMD,
760K,,,,,,,AMD,
7th Gen A10-9600P APU,,,,,,,AMD,
7th Gen A10-9630P APU,,,,,,,AMD,
7th Gen A10-9700 APU,,,,,,,AMD,
7th Gen A10-9700E APU,,,,,,,AMD,
7th Gen A12-9700P APU,,,,,,,AMD,
7th Gen A12-9730P APU,,,,,,,AMD,
7th Gen A12-9800 APU,,,,,,,AMD,
7th Gen A12-9800E APU,,,,,,,AMD,
7th Gen A4-9120 APU,,,,,,,AMD,
7th Gen A4-9120C APU,,,,,,,AMD,
7th Gen A4-9125 APU,,,,,,,AMD,
7th Gen A6-9210 APU,,,,,,,AMD,
7th Gen A6-9220 APU,,,,,,,AMD,
7th Gen A6-9220C APU,,,,,,,AMD,
7th Gen A6-9225 APU,,,,,,,AMD,
7th Gen A6-9500 APU,,,,,,,AMD,
7th Gen A6-9500E APU,,,,,,,AMD,
7th Gen A6-9550 APU,,,,,,,AMD,
7th Gen A8-9600 APU,,,,,,,AMD,
7th Gen A9-9410 APU,,,,,,,AMD,
7th Gen A9-9420 APU,,,,,,,AMD,
7th Gen A9-9425 APU,,,,,,,AMD,
7th Gen AMD Athlon™ X4 940,,,,,,,AMD,
7th Gen AMD Athlon™ X4 950,,,,,,,AMD,
7th Gen AMD Athlon™ X4 970,,,,,,,AMD,
7th Gen AMD PRO A10-9700 APU,,,,,,,AMD,
7th Gen AMD PRO A10-9700B APU,,,,,,,AMD,
7th Gen AMD PRO A10-9700E APU,,,,,,,AMD,
7th Gen AMD PRO A10-9730B APU,,,,,,,AMD,
7th Gen AMD PRO A12-9800 APU,,,,,,,AMD,
7th Gen AMD PRO A12-9800B APU,,,,,,,AMD,
7th Gen AMD PRO A12-9800E APU,,,,,,,AMD,
7th Gen AMD PRO A12-9830B APU,,,,,,,AMD,
7th Gen AMD PRO A4-4350B APU,,,,,,,AMD,
7th Gen AMD PRO A4-5350B APU,,,,,,,AMD,
7th Gen AMD PRO A6-7350B APU,,,,,,,AMD,
7th Gen AMD PRO A6-8350B APU,,,,,,,AMD,
7th Gen AMD PRO A6-9500 APU,,,,,,,AMD,
7th Gen AMD PRO A6-9500B APU,,,,,,,AMD,
7th Gen AMD PRO A6-9500E APU,,,,,,,AMD,
7th Gen AMD PRO A8-9600 APU,,,,,,,AMD,
7th Gen AMD PRO A8-9600B APU,,,,,,,AMD,
7th Gen AMD PRO A8-9630B,,,,,,,AMD,
7th Gen E2-9010 APU,,,,,,,AMD,
7th Gen FX™ 9800P APU,,,,,,,AMD,
7th Gen FX™ 9830P APU,,,,,,,AMD,
840,,,,,,,AMD,
845 with Near Silent Thermal Solution,,,,,,,AMD,
850,,,,,,,AMD,
860K,,,,,,,AMD,
860K with Near Silent Thermal Solution,,,,,,,AMD,
870K with Near Silent Thermal Solution,,,,,,,AMD,
880K with Near Silent Thermal Solution,,,,,,,AMD,
960T,,,,,,,AMD,
965,,,,,,,AMD,
975,,,,,,,AMD,
980,,,,,,,AMD,
A10 Micro-6700T with Radeon™ R6 Graphics,,,,,,,AMD,
A10 PRO-7350B with Radeon™ R6 Graphics,,,,,,,AMD,
A10 PRO-7800B with Radeon™ R7 Graphics,,,,,,,AMD,
A10 PRO-7850B with Radeon™ R7 Graphics,,,,,,,AMD,
A10-6700 with Radeon™ HD 8670D,,,,,,,AMD,
A10-6700T with Radeon™ HD 8650D,,,,,,,AMD,
A10-6790B with Radeon™ HD 8670D,,,,,,,AMD,
A10-6790K with Radeon™ HD 8670D,,,,,,,AMD,
A10-6800B with Radeon™ HD 8670D,,,,,,,AMD,
A10-6800K with Radeon™ HD 8670D,,,,,,,AMD,
A10-7300 with Radeon™ R6 Graphics,,,,,,,AMD,
A10-7400P with Radeon™ R6 Graphics,,,,,,,AMD,
A10-7700K with Radeon™ R7 Series,,,,,,,AMD,
A10-7800 with Radeon™ R7 Series,,,,,,,AMD,
A10-7850K with Radeon™ R7 Series,,,,,,,AMD,
A10-7860K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,,,,,,AMD,
A10-7860K with Radeon™ R7 Series,,,,,,,AMD,
A10-7870K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,,,,,,AMD,
A10-7870K with Radeon™ R7 Series,,,,,,,AMD,
A10-7890K with Radeon™ R7 Graphics and Wraith cooler,,,,,,,AMD,
A10-8700P with Radeon™ R6 Graphics,,,,,,,AMD,
A4 Micro-6400T with Radeon™ R3 Graphics,,,,,,,AMD,
A4 PRO-3340B with Radeon™ HD 8240 Graphics,,,,,,,AMD,
A4 PRO-3350B with Radeon™ R4 Graphics,,,,,,,AMD,
A4 PRO-7300B with Radeon™ HD 8470D,,,,,,,AMD,
A4 PRO-7350B with Radeon™ R5 Graphics,,,,,,,AMD,
A4-5000 with Radeon™ HD 8330,,,,,,,AMD,
A4-5000 with Radeon™ HD 8330,,,,,,,AMD,
A4-5100 with Radeon™ HD 8330,,,,,,,AMD,
A4-5100 with Radeon™ HD 8330,,,,,,,AMD,
A4-6210 with Radeon™ R3 Graphics,,,,,,,AMD,
A4-6300 with Radeon™ HD 8370D,,,,,,,AMD,
A4-6320 with Radeon™ HD 8370D,,,,,,,AMD,
A4-7210 with Radeon™ R3 Graphics,,,,,,,AMD,
A4-7210 with Radeon™ R3 Graphics,,,,,,,AMD,
A4-7300 with Radeon™ HD 8470D,,,,,,,AMD,
A6 PRO-7050B with Radeon™ R4 Graphics,,,,,,,AMD,
A6 PRO-7400B with Radeon™ R5 Graphics,,,,,,,AMD,
A6-5200 with Radeon™ HD 8400,,,,,,,AMD,
A6-5200M with Radeon™ HD 8400,,,,,,,AMD,
A6-5350M with Radeon™ HD 8450G,,,,,,,AMD,
A6-6310 with Radeon™ R4 Graphics,,,,,,,AMD,
A6-6310 with Radeon™ R4 Graphics,,,,,,,AMD,
A6-6400B with Radeon™ HD 8470D,,,,,,,AMD,
A6-6400K with Radeon™ HD 8470D,,,,,,,AMD,
A6-6420B with Radeon™ HD 8470D,,,,,,,AMD,
A6-6420K with Radeon™ HD 8470D,,,,,,,AMD,
A6-7000 with Radeon™ R4 Graphics,,,,,,,AMD,
A6-7310 with Radeon™ R4 Graphics,,,,,,,AMD,
A6-7310 with Radeon™ R4 Graphics,,,,,,,AMD,
A6-7310 with Radeon™ R4 Graphics,,,,,,,AMD,
A6-7400K with Radeon™ R5 Series,,,,,,,AMD,
A6-7470K with Radeon™ R5 Series,,,,,,,AMD,
A6-8500P with Radeon™ R5 Graphics,,,,,,,AMD,
A6-8500P with Radeon™ R5 Graphics,,,,,,,AMD,
A8 PRO-7150B with Radeon™ R5 Graphics,,,,,,,AMD,
A8 PRO-7600B with Radeon™ R7 Graphics,,,,,,,AMD,
A8-6410 with Radeon™ R5 Graphics,,,,,,,AMD,
A8-6410 with Radeon™ R5 Graphics,,,,,,,AMD,
A8-6500 with Radeon™ HD 8570D,,,,,,,AMD,
A8-6500B with Radeon™ HD 8570D,,,,,,,AMD,
A8-6500T with Radeon™ HD 8550D,,,,,,,AMD,
A8-6600K with Radeon™ HD 8570D,,,,,,,AMD,
A8-7100 with Radeon™ R5 Graphics,,,,,,,AMD,
A8-7200P with Radeon™ R5 Graphics,,,,,,,AMD,
A8-7410 with Radeon™ R5 Graphics,,,,,,,AMD,
A8-7600 with Radeon™ R7 Series,,,,,,,AMD,
A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,,,,,,AMD,
A8-7650K with Radeon™ R7 Series,,,,,,,AMD,
A8-7670K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,,,,,,AMD,
A8-8600P with Radeon™ R6 Graphics,,,,,,,AMD,
AArch64 rev 0 (aarch64),2656.0,1073.0,,8.0,,,,
AArch64 rev 1 (aarch64),2413.0,1046.0,,8.0,,,,
AArch64 rev 2 (aarch64),2274.0,958.0,,8.0,,,,
AArch64 rev 4 (aarch64),1735.0,648.0,,8.0,,,,
AC8257V/WAB,735.0,447.0,,8.0,,,,
AMD 3015Ce,2105.0,1343.0,6.0,2.0,,,AMD,
AMD 3015e,2720.0,1391.0,6.0,2.0,,,AMD,
AMD 3020e,2492.0,1429.0,6.0,2.0,,,AMD,
AMD 4700S,18224.0,2399.0,,8.0,,,,
AMD A10 Micro-6700T APU,1345.0,700.0,5.0,4.0,,,,
AMD A10 PRO-7350B APU,1910.0,911.0,19.0,4.0,,,,
AMD A10 PRO-7800B APU,3184.0,1502.0,65.0,2.0,,,,
AMD A10 PRO-7850B APU,3458.0,1587.0,95.0,2.0,,,,
AMD A10-4600M APU,1908.0,1063.0,35.0,2.0,,,,
AMD A10-4655M APU,1637.0,902.0,25.0,2.0,,,,
AMD A10-4657M APU,1759.0,940.0,35.0,4.0,,,,
AMD A10-5700 APU,2735.0,1441.0,65.0,2.0,,,,
AMD A10-5745M APU,1738.0,975.0,25.0,4.0,,,,
AMD A10-5750M APU,1902.0,1097.0,35.0,4.0,,,,
AMD A10-5757M APU,1985.0,1107.0,35.0,4.0,,,,
AMD A10-5800B APU,2897.0,1526.0,100.0,2.0,,,,
AMD A10-5800K APU,2936.0,1495.0,100.0,2.0,,,,
AMD A10-6700 APU,3090.0,1607.0,65.0,4.0,,,,
AMD A10-6700T APU,2311.0,1310.0,45.0,2.0,,,,
AMD A10-6790K APU,3124.0,1569.0,100.0,2.0,,,,
AMD A10-6800B APU,2824.0,1513.0,100.0,2.0,,,,
AMD A10-6800K APU,3158.0,1605.0,100.0,2.0,,,,
AMD A10-7300 APU,1715.0,847.0,19.0,4.0,,,,
AMD A10-7400P,2140.0,1070.0,35.0,4.0,,,,
AMD A10-7700K APU,3153.0,1423.0,95.0,2.0,,,,
AMD A10-7800 APU,3142.0,1450.0,65.0,2.0,,,,
AMD A10-7850K APU,3363.0,1512.0,95.0,2.0,,,,
AMD A10-7860K,3333.0,1538.0,65.0,2.0,,,,
AMD A10-7870K,3485.0,1510.0,95.0,2.0,,,,
AMD A10-7890K,3477.0,1566.0,95.0,2.0,,,,
AMD A10-8700P,2246.0,1141.0,35.0,2.0,,,,
AMD A10-8750,3320.0,1554.0,65.0,2.0,,,,
AMD A10-8850,3525.0,1624.0,,2.0,,,,
AMD A10-9600P,2218.0,1064.0,15.0,4.0,,,,
AMD A10-9620P,2518.0,1279.0,15.0,4.0,,,,
AMD A10-9630P,2899.0,1355.0,35.0,4.0,,,,
AMD A10-9700,3546.0,1616.0,65.0,4.0,,,,
AMD A10-9700E,2947.0,1413.0,35.0,4.0,,,,
AMD A12-9700P,2422.0,1188.0,15.0,4.0,,,,
AMD A12-9720P,2608.0,1326.0,15.0,4.0,,,,
AMD A12-9730P,3172.0,1487.0,35.0,4.0,,,,
AMD A12-9800,3447.0,1607.0,65.0,2.0,,,,
AMD A12-9800E,3447.0,1604.0,35.0,4.0,,,,
AMD A4 Micro-6400T APU,1004.0,530.0,4.5,4.0,,,,
AMD A4 PRO-3340B,1652.0,657.0,25.0,4.0,,,,
AMD A4 PRO-7300B APU,1481.0,1522.0,65.0,1.0,,,,
AMD A4 PRO-7350B,1544.0,1438.0,65.0,1.0,,,,
AMD A4-1200 APU,391.0,295.0,3.9,2.0,,,,
AMD A4-1250 APU,432.0,338.0,8.0,2.0,,,,
AMD A4-3300 APU,971.0,1026.0,65.0,2.0,,,,
AMD A4-3300M APU,683.0,766.0,65.0,2.0,,,,
AMD A4-3305M APU,727.0,819.0,35.0,2.0,,,,
AMD A4-3310MX APU,769.0,822.0,45.0,2.0,,,,
AMD A4-3320M APU,640.0,656.0,35.0,2.0,,,,
AMD A4-3330MX APU,752.0,910.0,45.0,2.0,,,,
AMD A4-3400 APU,1066.0,1075.0,65.0,2.0,,,,
AMD A4-3420 APU,1094.0,1150.0,65.0,2.0,,,,
AMD A4-4000 APU,1190.0,1195.0,65.0,1.0,,,,
AMD A4-4020 APU,1225.0,1238.0,65.0,2.0,,,,
AMD A4-4300M APU,971.0,976.0,35.0,1.0,,,,
AMD A4-4355M APU,818.0,828.0,17.0,2.0,,,,
AMD A4-5000 APU,1289.0,510.0,15.0,4.0,,,,
AMD A4-5050 APU,1328.0,538.0,13.5,4.0,,,,
AMD A4-5100 APU,1346.0,540.0,15.0,4.0,,,,
AMD A4-5150M APU,753.0,700.0,35.0,2.0,,,,
AMD A4-5300 APU,1349.0,1348.0,65.0,2.0,,,,
AMD A4-5300B APU,1220.0,1254.0,65.0,2.0,,,,
AMD A4-6210 APU,1471.0,607.0,15.0,4.0,,,,
AMD A4-6250J APU,1685.0,700.0,25.0,4.0,,,,
AMD A4-6300 APU,1431.0,1419.0,65.0,1.0,,,,
AMD A4-6300B APU,1328.0,1373.0,65.0,1.0,,,,
AMD A4-6320 APU,1563.0,1550.0,65.0,1.0,,,,
AMD A4-7210 APU,1663.0,725.0,25.0,4.0,,,,
AMD A4-7300 APU,1492.0,1484.0,65.0,1.0,,,,
AMD A4-9120,1230.0,1061.0,15.0,2.0,,,,
AMD A4-9120C,894.0,953.0,6.0,2.0,,,,
AMD A4-9120e,899.0,783.0,,2.0,,,,
AMD A4-9125,1212.0,1041.0,15.0,2.0,,,,
AMD A6 Micro-6500T APU,1146.0,630.0,,4.0,,,,
AMD A6 PRO-7050B APU,1027.0,905.0,17.0,2.0,,,,
AMD A6 PRO-7400B,1641.0,1494.0,65.0,1.0,,,,
AMD A6-1450 APU,1117.0,468.0,8.0,4.0,,,,
AMD A6-3400M APU,1226.0,717.0,35.0,4.0,,,,
AMD A6-3410MX APU,1199.0,722.0,45.0,4.0,,,,
AMD A6-3420M APU,1262.0,788.0,35.0,4.0,,,,
AMD A6-3430MX APU,1448.0,822.0,45.0,4.0,,,,
AMD A6-3500 APU,1382.0,958.0,65.0,3.0,,,,
AMD A6-3600 APU,1649.0,896.0,65.0,4.0,,,,
AMD A6-3620 APU,1830.0,987.0,65.0,4.0,,,,
AMD A6-3650 APU,2037.0,1096.0,100.0,4.0,,,,
AMD A6-3670 APU,2055.0,1129.0,100.0,4.0,,,,
AMD A6-4400M APU,1026.0,1043.0,35.0,1.0,,,,
AMD A6-4455M APU,795.0,788.0,17.0,1.0,,,,
AMD A6-5200 APU,1653.0,659.0,25.0,4.0,,,,
AMD A6-5345M APU,1122.0,1094.0,17.0,2.0,,,,
AMD A6-5350M APU,1160.0,1213.0,35.0,2.0,,,,
AMD A6-5357M APU,1260.0,1268.0,35.0,2.0,,,,
AMD A6-5400B APU,1428.0,1380.0,65.0,1.0,,,,
AMD A6-5400K APU,1279.0,1271.0,65.0,1.0,,,,
AMD A6-6310 APU,1666.0,750.0,15.0,4.0,,,,
AMD A6-6400B APU,1616.0,1608.0,65.0,1.0,,,,
AMD A6-6400K APU,1453.0,1429.0,65.0,1.0,,,,
AMD A6-6420B APU,1550.0,1629.0,65.0,1.0,,,,
AMD A6-6420K APU,1538.0,1557.0,65.0,2.0,,,,
AMD A6-7000,1010.0,857.0,17.0,2.0,,,,
AMD A6-7310 APU,1736.0,787.0,25.0,4.0,,,,
AMD A6-7400K APU,1587.0,1422.0,65.0,2.0,,,,
AMD A6-7470K,1799.0,1576.0,65.0,1.0,,,,
AMD A6-7480,1931.0,1638.0,65.0,2.0,,,,
AMD A6-8500P,1466.0,1272.0,15.0,2.0,,,,
AMD A6-8550,1604.0,1474.0,65.0,2.0,,,,
AMD A6-9200,1062.0,925.0,10.0,2.0,,,,
AMD A6-9210,1260.0,1101.0,15.0,2.0,,,,
AMD A6-9220,1287.0,1140.0,15.0,2.0,,,,
AMD A6-9220C,1159.0,1018.0,6.0,2.0,,,,
AMD A6-9220e,956.0,832.0,,2.0,,,,
AMD A6-9225,1336.0,1178.0,15.0,2.0,,,,
AMD A6-9230,1279.0,1158.0,15.0,2.0,,,,
AMD A6-9400,2717.0,1664.0,10.0,2.0,,,,
AMD A6-9500,1864.0,1618.0,65.0,2.0,,,,
AMD A6-9500E,1841.0,1478.0,35.0,2.0,,,,
AMD A8 PRO-7150B APU,1557.0,789.0,19.0,4.0,,,,
AMD A8 PRO-7600B APU,2793.0,1332.0,65.0,4.0,,,,
AMD A8-3500M APU,1308.0,781.0,35.0,4.0,,,,
AMD A8-3510MX APU,1457.0,826.0,45.0,4.0,,,,
AMD A8-3520M APU,1398.0,831.0,35.0,4.0,,,,
AMD A8-3530MX APU,1570.0,933.0,45.0,4.0,,,,
AMD A8-3550MX APU,1579.0,938.0,45.0,4.0,,,,
AMD A8-3800 APU,1939.0,1064.0,65.0,4.0,,,,
AMD A8-3820 APU,2165.0,1144.0,65.0,4.0,,,,
AMD A8-3850 APU,2244.0,1207.0,100.0,4.0,,,,
AMD A8-3870K APU,2336.0,1236.0,100.0,4.0,,,,
AMD A8-4500M APU,1624.0,887.0,35.0,2.0,,,,
AMD A8-4555M APU,1307.0,788.0,19.0,2.0,,,,
AMD A8-5500 APU,2577.0,1334.0,65.0,2.0,,,,
AMD A8-5500B APU,2707.0,1393.0,65.0,2.0,,,,
AMD A8-5545M APU,1611.0,880.0,19.0,4.0,,,,
AMD A8-5550M APU,1844.0,1030.0,35.0,4.0,,,,
AMD A8-5557M APU,1774.0,1084.0,35.0,4.0,,,,
AMD A8-5600K APU,2803.0,1417.0,100.0,2.0,,,,
AMD A8-6410 APU,1777.0,787.0,15.0,4.0,,,,
AMD A8-6500 APU,2826.0,1497.0,65.0,2.0,,,,
AMD A8-6500B APU,2898.0,1531.0,65.0,2.0,,,,
AMD A8-6500T APU,1816.0,1048.0,45.0,2.0,,,,
AMD A8-6600K APU,2977.0,1527.0,100.0,2.0,,,,
AMD A8-7050,1129.0,890.0,15.0,2.0,,,,
AMD A8-7100 APU,1644.0,847.0,19.0,4.0,,,,
AMD A8-7200P,2135.0,1092.0,35.0,4.0,,,,
AMD A8-7410 APU,1801.0,799.0,25.0,4.0,,,,
AMD A8-7500,3878.0,1509.0,65.0,2.0,,,,
AMD A8-7600 APU,3215.0,1452.0,65.0,2.0,,,,
AMD A8-7650K,3013.0,1372.0,65.0,2.0,,,,
AMD A8-7670K,3224.0,1512.0,95.0,4.0,,,,
AMD A8-7680,3571.0,1638.0,45.0,4.0,,,,
AMD A8-8600P,2240.0,1103.0,15.0,2.0,,,,
AMD A8-8650,2774.0,1408.0,65.0,4.0,,,,
AMD A8-9600,3291.0,1486.0,65.0,4.0,,,,
AMD A9-9400,1390.0,1246.0,10.0,2.0,,,,
AMD A9-9410,1504.0,1317.0,25.0,2.0,,,,
AMD A9-9420,1515.0,1318.0,15.0,2.0,,,,
AMD A9-9420e,1135.0,996.0,,2.0,,,,
AMD A9-9425,1524.0,1342.0,15.0,2.0,,,,
AMD A9-9430,1676.0,1441.0,,2.0,,,,
AMD A9-9820,3662.0,798.0,,8.0,,,,
AMD Athlon 1500+,191.0,275.0,,1.0,,,,
AMD Athlon 1640B,412.0,462.0,45.0,1.0,,,,
AMD Athlon 200GE,4135.0,1817.0,35.0,2.0,,,,
AMD Athlon 220GE,4450.0,1984.0,35.0,2.0,,,,
AMD Athlon 240GE,4551.0,1986.0,35.0,2.0,,,,
AMD Athlon 2650e,274.0,304.0,15.0,1.0,,,,
AMD Athlon 2800+,291.0,439.0,89.0,1.0,,,,
AMD Athlon 2850e,333.0,337.0,22.0,1.0,,,,
AMD Athlon 3000G,4480.0,1999.0,35.0,2.0,,,,
AMD Athlon 300GE,4366.0,1888.0,35.0,2.0,,,,
AMD Athlon 300U,3978.0,1830.0,15.0,2.0,,,,
AMD Athlon 320GE,4237.0,1810.0,35.0,2.0,,,,
AMD Athlon 5000 Dual-Core,835.0,892.0,65.0,2.0,,,,
AMD Athlon 5150 APU,1389.0,550.0,25.0,4.0,,,,
AMD Athlon 5200 Dual-Core,869.0,915.0,75.0,2.0,,,,
AMD Athlon 5350 APU,1737.0,698.0,25.0,4.0,,,,
AMD Athlon 5370 APU,1923.0,755.0,25.0,4.0,,,,
AMD Athlon 64 2000+,154.0,173.0,8.0,1.0,,,,
AMD Athlon 64 2600+,243.0,292.0,15.0,1.0,,,,
AMD Athlon 64 2800+,295.0,375.0,89.0,1.0,,,,
AMD Athlon 64 3000+,303.0,506.0,89.0,1.0,,,,
AMD Athlon 64 3100+,484.0,600.0,89.0,1.0,,,,
AMD Athlon 64 3200+,340.0,568.0,62.0,1.0,,,,
AMD Athlon 64 3300+,375.0,477.0,,1.0,,,,
AMD Athlon 64 3400+,375.0,429.0,89.0,1.0,,,,
AMD Athlon 64 3500+,396.0,568.0,45.0,1.0,,,,
AMD Athlon 64 3700+,394.0,435.0,89.0,1.0,,,,
AMD Athlon 64 3800+,292.0,461.0,45.0,1.0,,,,
AMD Athlon 64 4000+,340.0,565.0,62.0,1.0,,,,
AMD Athlon 64 FX-55,404.0,505.0,104.0,1.0,,,,
AMD Athlon 64 FX-57,517.0,552.0,104.0,1.0,,,,
AMD Athlon 64 FX-59,465.0,575.0,,1.0,,,,
AMD Athlon 64 FX-60 Dual Core,709.0,912.0,110.0,2.0,,,,
AMD Athlon 64 FX-62 Dual Core,943.0,1000.0,125.0,2.0,,,,
AMD Athlon 64 FX-74,972.0,617.0,125.0,2.0,,,,
AMD Athlon 64 X2 3800+,566.0,745.0,89.0,2.0,,,,
AMD Athlon 64 X2 Dual Core 3400+,531.0,505.0,89.0,2.0,,,,
AMD Athlon 64 X2 Dual Core 3600+,596.0,686.0,65.0,2.0,,,,
AMD Athlon 64 X2 Dual Core 3800+,611.0,719.0,89.0,2.0,,,,
AMD Athlon 64 X2 Dual Core 4000+,661.0,730.0,65.0,2.0,,,,
